time,hs_300,zz_500,sz_bond,sw_gold,nh_goods,us_spx,hk_hsi,sum_p
2019-05-31,11.86658711725309,164.41617911090512,90.4131044428252,15.966788468341875,27.482478872550832,849.0399787254909,1769.8137291041783,2928.9988458415455
2019-06-03,11.87385590549832,162.46858397837127,90.4313673446446,16.50851063800668,27.066916624545033,846.6922122385316,1769.3380698182004,2924.3795165477977
2019-06-04,11.76418625660325,160.5137186523383,90.47288425188617,16.54263919249159,27.203925551240896,864.8388120759747,1760.6314654051582,2931.9676313856935
2019-06-05,11.759734883897165,160.1258277207293,90.53890294045064,16.95524503579011,27.18805141352717,871.8975370722463,1769.4420174906547,2947.9073165572954
2019-06-06,11.653723167523273,156.60988917482982,90.51224590984471,16.6225133030727,27.00719963028863,877.2471127468682,1774.036767771801,2953.6894517042283
2019-06-10,11.804322168453506,158.16568045853532,90.54474480034939,16.44846056500105,27.165563051766057,890.5871157555564,1814.3895173772382,3009.1054041769003
2019-06-11,12.159138680707965,164.06377556027124,90.45518852093075,16.6339858146142,27.556180226221713,890.2755199405985,1828.2514000266867,3029.3951887700314
2019-06-12,12.0670113502644,162.7924925210594,90.38412201167706,17.37244566330802,27.25324876485141,888.4614769782701,1796.614465387547,2994.945262676977
2019-06-13,12.048368938602264,163.26640403403783,90.40913424677751,17.326960189337445,27.56562911771798,892.1019033312422,1795.7098574785298,2998.428257336245
2019-06-14,11.948613859335378,160.51752780528582,90.45944230241042,17.80389301170744,27.436746237708903,890.6642434325261,1784.1071919633102,2982.9376586122844
2019-06-17,11.948433725201928,160.76160145610098,90.49137402205113,17.377329427666997,27.264587434646927,891.4941372367207,1791.2657655327764,2990.6032288351653
2019-06-18,11.990259170993507,160.57175635265213,90.5693032987587,17.747368496404743,27.260618900218496,900.157117913963,1809.1348967450056,3017.431320877996
2019-06-19,12.148226671440659,162.6393297613293,90.57469142196628,17.55730625860012,27.474163848034117,902.8442461795892,1855.4093741970346,3068.6473383379944
2019-06-20,12.51627634059853,165.84656290398496,90.6205755448603,18.203147972557165,27.72966187409316,911.3961630019951,1878.3232570066048,3104.635644644694
2019-06-21,12.533995523961462,168.0748604752995,90.642468340209,18.90484954749586,27.758197526411887,910.2485031686853,1873.2758738226194,3101.4387484046824
2019-06-24,12.557951075254863,168.17191354183157,90.6695223904197,19.26454312723649,27.872907069176563,908.6720134514235,1875.8607498040947,3103.0696004594374
2019-06-25,12.427325713194405,166.52452518395293,90.6941376059154,20.74663556912269,27.93972207072496,900.0429689520479,1854.3462131926915,3072.7215282876496
2019-06-26,12.404510466542517,166.10964884719198,90.6978809336175,19.448392292040044,27.955301403024006,898.9323304036834,1856.7146411726637,3072.262705518763
2019-06-27,12.536868843197198,167.61221240666939,90.68245388611791,19.636460566881535,28.037695736871452,902.3691396894556,1882.9936654037774,3103.8684965329703
2019-06-28,12.506694250850051,165.70417154512052,90.69878840699984,19.834267472427015,28.071900724087936,907.564460010138,1877.809439714283,3102.189722123906
